item_id,label,worker_id,annotation_id,split
acl11345,1,7,171,train
acl11346,1,1,172,train
acl11347,0,4,173,train
acl11348,0,3,174,train
acl11349,1,7,175,train
acl11350,1,2,176,train
acl11351,0,7,177,train
acl11352,1,1,178,train
acl11353,0,1,179,train
acl11354,1,1,180,train
acl11355,0,6,181,train
acl11356,1,2,182,train
acl11357,0,2,183,train
acl11358,1,1,184,train
acl11359,1,1,185,train
acl11360,0,5,186,train
acl11361,0,5,187,train
acl11362,1,1,188,train
acl11363,1,1,189,train
acl11364,0,8,190,train
acl11365,1,1,191,train
acl11366,0,1,192,train
acl11367,1,1,193,train
acl11368,0,1,194,train
acl11369,1,2,195,train
acl11370,0,3,196,train
acl11371,0,9,197,train
acl11372,1,3,198,train
acl11373,0,3,199,train
acl11374,1,1,200,train
acl11375,1,1,201,train
acl11376,0,3,202,train
acl11377,1,1,203,train
acl11378,0,7,204,train
acl11379,0,9,205,train
acl11380,1,4,206,train
acl11381,1,2,207,train
acl11382,0,2,208,train
acl11383,1,1,209,train
acl11384,0,1,210,train
acl11385,0,9,211,train
acl11386,1,5,212,train
acl11389,1,1,213,train
acl11390,0,1,214,train
acl11391,0,9,215,train
acl11392,1,2,216,train
acl11393,1,2,217,train
acl11394,0,7,218,train
acl11395,0,9,219,train
acl11396,0,9,220,train
acl11397,1,1,221,train
acl11398,0,3,222,train
acl11399,1,1,223,train
acl11400,0,1,224,train
acl11401,0,3,225,train
acl11402,1,2,226,train
acl11403,1,1,227,train
acl11404,0,5,228,train
acl11405,1,1,229,train
acl11406,0,7,230,train
acl11407,1,1,231,train
acl11408,0,2,232,train
acl11409,0,3,233,train
acl11410,1,7,234,train
acl11413,0,3,235,train
acl11414,1,6,236,train
acl11415,0,3,237,train
acl11416,0,3,238,train
acl11417,1,7,239,train
acl11418,0,3,240,train
acl11419,1,4,241,train
acl11420,0,3,242,train
acl11421,1,7,243,train
acl11422,0,3,244,train
acl11423,1,1,245,train
acl11424,1,1,246,train
acl11425,0,1,247,train
acl11426,1,1,248,train
acl11427,0,5,249,train
acl11428,1,1,250,train
acl11429,0,2,251,train
acl11430,1,6,252,train
acl11431,0,1,253,train
acl11432,0,3,254,train
acl11433,1,7,255,train
acl11434,1,1,256,train
acl11435,0,4,257,train
acl11436,0,3,258,train
acl11437,1,2,259,train
acl11440,0,3,260,train
acl11441,1,2,261,train
acl11443,0,3,262,train
acl11444,1,5,263,train
acl11445,1,1,264,train
acl11446,0,6,265,train
acl11447,0,3,266,train
acl11448,1,8,267,train
acl11449,1,1,268,train
acl11450,1,1,269,train
acl11451,0,3,270,train
acl11452,1,6,271,train
acl11453,1,1,272,train
acl11454,0,9,273,train
acl11455,1,1,274,train
acl11456,0,4,275,train
acl11457,1,1,276,train
acl11458,0,3,277,train
acl11459,1,1,278,train
acl11460,0,2,279,train
acl11461,1,1,280,train
acl11462,0,6,281,train
acl11463,1,6,282,train
acl11464,0,3,283,train
acl11465,0,3,284,train
acl11466,1,7,285,train
acl11467,1,1,286,train
acl11468,0,1,287,train
acl11469,1,1,288,train
acl11470,0,5,289,train
acl11471,1,1,290,train
acl11472,0,7,291,train
acl11473,1,1,292,train
acl11474,0,2,293,train
acl11475,1,1,294,train
acl11476,0,2,295,train
acl11477,1,1,296,train
acl11478,0,5,297,train
acl11479,1,1,298,train
acl11480,0,6,299,train
acl11481,1,1,300,train
acl11482,0,9,301,train
acl11483,0,3,302,train
acl11484,1,5,303,train
acl11485,0,3,304,train
acl11486,1,5,305,train
acl11487,0,3,306,train
acl11488,1,3,307,train
acl11489,1,1,308,train
acl11490,0,7,309,train
acl11491,1,9,310,train
acl11492,0,4,311,train
acl11495,1,1,312,train
acl11496,0,8,313,train
acl11497,0,4,314,train
acl11498,1,3,315,train
acl11501,0,3,316,train
acl11502,1,1,317,train
acl11505,1,2,318,train
acl11506,1,1,319,train
acl11507,0,8,320,train
acl11508,0,3,321,train
acl11509,1,2,322,train
acl11510,0,4,323,train
acl11511,1,3,324,train
acl11512,1,1,325,train
acl11513,0,5,326,train
acl11515,1,1,327,train
acl11516,0,1,328,train
acl11517,0,4,329,train
acl11518,1,3,330,train
acl11519,0,3,331,train
acl11520,1,4,332,train
acl11521,1,1,333,train
acl11522,0,3,334,train
acl11523,0,4,335,train
acl11524,1,1,336,train
acl11525,1,1,337,train
acl11526,0,2,338,train
acl11527,0,4,339,train
acl11528,1,6,340,train
acl11529,1,1,341,train
acl11530,0,8,342,train
acl11531,1,1,343,train
acl11532,0,6,344,train
acl11533,1,1,345,train
acl11534,0,7,346,train
acl11535,1,1,347,train
acl11536,0,6,348,train
acl11537,1,1,349,train
acl11538,0,7,350,train
acl11539,0,4,351,train
acl11540,1,1,352,train
acl11541,0,1,353,train
acl11542,0,4,354,train
acl11543,1,5,355,train
acl11544,0,3,356,train
acl11545,1,7,357,train
acl11546,0,3,358,train
acl11547,1,1,359,train
acl11548,1,1,360,train
acl11549,0,4,361,train
acl11550,1,8,362,train
acl11551,1,1,363,train
acl11552,0,7,364,train
acl11553,0,4,365,train
acl11554,1,6,366,train
acl11555,0,3,367,train
acl11556,1,9,368,train
acl11559,0,9,369,train
acl11560,1,9,370,train
acl11561,0,3,371,train
acl11562,1,3,372,train
acl11563,0,9,373,train
acl11564,1,2,374,train
acl11565,0,9,375,train
acl11566,1,1,376,train
acl11567,1,1,377,train
acl11568,0,2,378,train
acl11569,1,4,379,train
acl11570,0,3,380,train
acl11571,1,8,381,train
acl11572,0,3,382,train
acl11573,1,3,383,train
acl11574,1,1,384,train
acl11575,0,9,385,train
acl11576,1,2,386,train
acl11577,0,9,387,train
acl11578,1,3,388,train
acl11579,0,9,389,train
acl11580,1,7,390,train
acl11581,0,9,391,train
acl11582,1,5,392,train
acl11583,0,4,393,train
acl11584,0,9,394,train
acl11585,1,7,395,train
acl11586,0,4,396,train
acl11587,1,5,397,train
acl11588,0,3,398,train
acl11589,1,1,399,train
acl11590,1,3,400,train
acl11591,0,9,401,train
acl11592,0,2,402,train
acl11593,1,2,403,train
acl11595,1,6,404,train
acl11596,0,9,405,train
acl11597,0,3,406,train
acl11598,1,3,407,train
acl11599,0,7,408,train
acl11600,0,9,409,train
acl11601,1,1,410,train
acl11602,1,1,411,train
acl11603,1,1,412,train
acl11604,0,7,413,train
acl11605,0,9,414,train
acl11606,1,4,415,train
acl11607,0,9,416,train
acl11608,1,1,417,train
acl11609,1,1,418,train
acl11610,0,7,419,train
acl11611,0,3,420,train
acl11612,1,5,421,train
acl11615,1,1,422,train
acl11616,0,2,423,train
acl11617,1,4,424,train
acl11618,0,9,425,train
acl11619,0,3,426,train
acl11620,1,6,427,train
acl11621,0,9,428,train
acl11622,1,1,429,train
acl11623,0,9,430,train
acl11624,1,8,431,train
acl11625,0,3,432,train
acl11626,1,4,433,train
acl11627,0,3,434,train
acl11628,1,4,435,train
acl11629,0,9,436,train
acl11630,1,1,437,train
acl11632,1,1,438,train
acl11633,0,6,439,train
acl11634,0,9,440,train
acl11635,1,1,441,train
acl11636,0,4,442,train
acl11637,0,3,443,train
acl11638,1,7,444,train
acl11639,0,9,445,train
acl11640,1,7,446,train
acl11641,0,3,447,train
acl11642,1,3,448,train
acl11643,1,9,449,train
acl11644,1,5,450,train
acl11645,1,1,451,train
acl11646,0,3,452,train
acl11647,1,3,453,train
acl11648,0,9,454,train
acl11649,1,1,455,train
acl11650,1,1,456,train
acl11651,0,6,457,train
acl11652,1,2,458,train
acl11653,0,9,459,train
acl11654,1,7,460,train
acl11655,1,2,461,train
acl11656,0,9,462,train
acl11657,1,2,463,train
acl11658,0,1,464,train
acl11659,0,9,465,train
acl11660,1,5,466,train
acl11661,1,2,467,train
acl11662,1,2,468,train
acl11663,0,4,469,train
acl11664,1,1,470,train
acl11665,1,1,471,train
acl11666,1,2,472,train
acl11667,0,2,473,train
acl11669,1,6,474,train
acl11670,1,2,475,train
acl11671,0,3,476,train
acl11674,0,8,477,train
acl11677,1,2,478,train
acl11678,0,4,479,train
acl11679,1,2,480,train
acl11680,0,2,481,train
acl11681,0,3,482,train
acl11682,1,1,483,train
acl11683,1,6,484,train
acl11684,0,2,485,train
acl11685,1,2,486,train
acl11686,0,5,487,train
acl11687,0,6,488,train
acl11688,1,6,489,train
acl11689,0,4,490,train
acl11692,1,2,491,train
acl11693,0,4,492,train
acl11694,1,5,493,train
acl11695,1,6,494,train
acl11696,0,4,495,train
acl11697,0,1,496,train
acl11698,0,3,497,train
acl11699,1,7,498,train
acl11700,1,2,499,train
acl11701,1,2,500,train
acl11702,1,2,501,train
acl11703,0,2,502,train
acl11704,1,3,503,train
acl11705,0,4,504,train
acl11706,1,4,505,train
acl11707,1,2,506,train
acl11708,0,6,507,train
acl11709,0,3,508,train
acl11710,1,8,509,train
acl11711,0,3,510,train
acl11712,1,4,511,train
acl11713,0,4,512,train
acl11714,1,2,513,train
acl11715,0,5,514,train
acl11716,0,3,515,train
acl11718,1,1,516,train
acl11719,0,9,517,train
acl11720,1,2,518,train
acl11721,0,4,519,train
acl11722,1,2,520,train
acl11723,1,3,521,train
acl11724,1,2,522,train
acl11725,0,2,523,train
acl11726,0,3,524,train
acl11727,1,8,525,train
acl11728,0,2,526,train
acl11729,0,3,527,train
acl11730,1,6,528,train
acl11731,0,4,529,train
acl11732,1,1,530,train
acl11733,1,2,531,train
acl11734,0,3,532,train
acl11735,1,1,533,train
acl11736,0,6,534,train
acl11737,1,6,535,train
acl11738,0,3,536,train
acl11739,1,5,537,train
acl11740,1,6,538,train
acl11741,1,4,539,train
acl11742,1,8,540,train
acl11743,1,6,541,train
acl11744,1,4,542,train
acl11745,0,3,543,train
acl11746,1,6,544,train
acl11747,0,4,545,train
acl11748,1,4,546,train
acl11749,0,6,547,train
acl11750,0,3,548,train
acl11751,1,1,549,train
acl11752,0,3,550,train
acl11753,1,4,551,train
acl11754,0,4,552,train
acl11755,0,4,553,train
acl11756,1,4,554,train
acl11757,1,2,555,train
acl11758,0,5,556,train
acl11759,1,2,557,train
acl11760,0,3,558,train
acl11761,0,3,559,train
acl11762,1,6,560,train
acl11763,0,1,561,train
acl11764,0,3,562,train
acl11765,1,4,563,train
acl11766,0,4,564,train
acl11767,1,1,565,train
acl11768,1,2,566,train
acl11769,0,6,567,train
acl11770,0,4,568,train
acl11771,1,1,569,train
acl11772,1,2,570,train
acl11773,0,8,571,train
acl11774,0,9,572,train
acl11775,1,5,573,train
acl11776,0,4,574,train
acl11777,1,1,575,train
acl11778,1,2,576,train
acl11779,0,7,577,train
acl11780,0,3,578,train
acl11781,1,2,579,train
acl11782,0,4,580,train
acl11783,1,3,581,train
acl11784,0,9,582,train
acl11785,0,4,583,train
acl11786,1,6,584,train
acl11787,1,6,585,train
acl11788,0,6,586,train
acl11789,0,3,587,train
acl11790,1,2,588,train
acl11791,0,9,589,train
acl11792,1,2,590,train
acl11793,0,3,591,train
acl11794,0,4,592,train
acl11795,0,3,593,train
acl11796,1,2,594,train
acl11797,0,3,595,train
acl11800,0,1,596,train
acl11801,0,9,597,train
acl11802,1,3,598,train
acl11803,0,7,599,train
acl11804,1,2,600,train
acl11805,0,1,601,train
acl11806,0,3,602,train
acl11807,1,6,603,train
acl11808,0,4,604,train
acl11809,1,8,605,train
acl11810,1,2,606,train
acl11811,0,2,607,train
acl11812,1,2,608,train
acl11813,0,4,609,train
acl11814,1,2,610,train
acl11815,0,8,611,train
acl11816,1,7,612,train
acl11817,0,3,613,train
acl11818,1,2,614,train
acl11819,0,2,615,train
acl11820,1,1,616,train
acl11821,1,2,617,train
acl11822,0,3,618,train
acl11823,0,4,619,train
acl11824,1,5,620,train
acl11825,0,3,621,train
acl11826,1,1,622,train
acl11828,1,2,623,train
acl11829,0,3,624,train
acl11830,1,1,625,train
acl11831,0,9,626,train
acl11832,0,9,627,train
acl11833,1,1,628,train
acl11834,1,6,629,train
acl11835,0,1,630,train
acl11837,0,4,631,train
acl11838,1,8,632,train
acl11839,0,3,633,train
acl11840,1,7,634,train
acl11841,1,2,635,train
acl11842,0,4,636,train
acl11843,0,3,637,train
acl11844,1,1,638,train
acl11845,0,3,639,train
acl11846,1,4,640,train
acl11847,0,3,641,train
acl11848,0,4,642,train
acl11849,1,3,643,train
acl11850,0,4,644,train
acl11851,0,3,645,train
acl11852,1,1,646,train
acl11853,0,5,647,train
acl11854,0,4,648,train
acl11855,1,7,649,train
acl11856,1,9,650,train
acl11857,0,3,651,train
acl11858,1,3,652,train
acl11859,0,6,653,train
acl11860,1,6,654,train
acl11861,0,7,655,train
acl11862,0,4,656,train
acl11863,0,4,657,train
acl11864,1,1,658,train
acl11865,1,2,659,train
acl11866,0,1,660,train
acl11867,0,4,661,train
acl11868,1,5,662,train
acl11869,1,2,663,train
acl11870,0,6,664,train
acl11871,0,4,665,train
acl11872,1,5,666,train
acl11873,0,4,667,train
acl11874,1,2,668,train
acl11875,1,6,669,train
acl11876,0,5,670,train
acl11877,1,8,671,train
acl11878,1,1,672,train
acl11879,0,3,673,train
acl11880,1,1,674,train
acl11881,0,7,675,train
acl11882,1,1,676,train
acl11883,0,8,677,train
acl11884,1,1,678,train
acl11885,0,6,679,train
acl11886,1,1,680,train
acl11887,0,8,681,train
acl11888,1,1,682,train
acl11889,0,2,683,train
acl11890,1,6,684,train
acl11891,0,1,685,train
acl11892,1,1,686,train
acl11893,1,1,687,train
acl11894,1,1,688,train
acl11895,0,1,689,train
acl11896,1,1,690,train
acl11897,0,3,691,train
acl11898,1,1,692,train
acl11899,0,2,693,train
acl11900,1,1,694,train
acl11901,1,1,695,train
acl11902,0,3,696,train
acl11903,0,5,697,train
acl11904,1,1,698,train
acl11905,0,9,699,train
acl11906,1,1,700,train
acl11907,0,3,701,train
acl11908,1,1,702,train
acl11909,0,4,703,train
acl11910,1,6,704,train
acl11911,0,9,705,train
acl11912,0,9,706,train
acl11913,1,6,707,train
acl11914,0,4,708,train
acl11915,1,1,709,train
acl11916,0,1,710,train
acl11917,1,1,711,train
acl11918,0,1,712,train
acl11919,1,6,713,train
acl11920,0,7,714,train
acl11921,1,5,715,train
acl11922,0,9,716,train
acl11923,1,9,717,train
acl11925,1,6,718,train
acl11926,0,7,719,train
acl11927,1,1,720,train
acl11928,0,9,721,train
acl11929,1,6,722,train
acl11930,0,9,723,train
acl11931,1,7,724,train
acl11932,1,8,725,train
acl11933,0,9,726,train
acl11934,1,5,727,train
acl11935,1,1,728,train
acl11936,0,2,729,train
acl11937,1,1,730,train
acl11938,1,1,731,train
acl11939,0,6,732,train
acl11940,1,1,733,train
acl11941,0,3,734,train
acl11942,1,1,735,train
acl11943,0,1,736,train
acl11944,0,9,737,train
acl11945,1,2,738,train
acl11946,0,9,739,train
acl11947,1,1,740,train
acl11948,1,6,741,train
acl11949,0,1,742,train
acl11950,0,2,743,train
acl11951,1,1,744,train
acl11952,0,5,745,train
acl11953,1,1,746,train
acl11954,0,4,747,train
acl11955,1,1,748,train
acl11956,0,9,749,train
acl11957,1,1,750,train
acl11958,1,1,751,train
acl11959,0,3,752,train
acl11960,1,1,753,train
acl11961,0,2,754,train
acl11964,0,2,755,train
acl11965,1,1,756,train
acl11966,0,2,757,train
acl11967,1,1,758,train
acl11968,0,2,759,train
acl11969,1,8,760,train
acl11970,0,3,761,train
acl11971,1,6,762,train
acl11972,0,3,763,train
acl11973,1,1,764,train
acl11974,0,4,765,train
acl11975,1,1,766,train
acl11976,0,2,767,train
acl11979,1,6,768,train
acl11980,0,1,769,train
acl11981,0,4,770,train
acl11982,1,7,771,train
acl11985,0,4,772,train
acl11987,0,4,773,train
acl11988,1,9,774,train
acl11989,0,9,775,train
acl11990,1,9,776,train
acl11991,1,8,777,train
acl11992,0,8,778,train
acl11993,0,7,779,train
acl11994,1,9,780,train
acl11995,0,7,781,train
acl11996,0,4,782,train
acl11997,1,9,783,train
acl11998,1,8,784,train
acl11999,0,4,785,train
acl12000,1,9,786,train
acl12002,1,2,787,train
acl12003,0,7,788,train
acl12006,0,4,789,train
acl12007,1,8,790,train
acl12008,1,1,791,train
acl12009,0,4,792,train
acl12010,1,9,793,train
acl12011,0,3,794,train
acl12012,1,2,795,train
acl12013,0,5,796,train
acl12014,1,2,797,train
acl12015,0,1,798,train
acl12016,1,1,799,train
acl12017,1,8,800,train
acl12018,0,1,801,train
acl12019,0,4,802,train
acl12020,1,2,803,train
acl12021,1,2,804,train
acl12022,0,6,805,train
acl12024,1,1,806,train
acl12025,0,3,807,train
acl12026,0,4,808,train
acl12027,1,8,809,train
acl12028,1,6,810,train
acl12031,1,8,811,train
acl12032,0,4,812,train
acl12033,1,2,813,train
acl12034,1,9,814,train
acl12035,0,9,815,train
acl12036,1,1,816,train
acl12037,0,7,817,train
acl12038,1,1,818,train
acl12039,0,4,819,train
acl12040,0,1,820,train
acl12041,0,2,821,train
acl12042,1,1,822,train
acl12043,0,3,823,train
acl12044,1,1,824,train
acl12045,0,2,825,train
acl12046,1,8,826,train
acl12047,0,4,827,train
acl12048,1,1,828,train
acl12049,0,3,829,train
acl12050,1,8,830,train
acl12051,0,7,831,train
acl12052,0,4,832,train
acl12053,1,1,833,train
acl12054,1,1,834,train
acl12055,0,7,835,train
acl12056,1,9,836,train
acl12057,0,5,837,train
acl12058,0,9,838,train
acl12059,1,8,839,train
acl12060,0,6,840,train
acl12061,0,4,841,train
acl12062,1,2,842,train
acl12063,1,1,843,train
acl12064,0,2,844,train
acl12065,1,8,845,train
acl12066,0,4,846,train
acl12067,0,4,847,train
acl12068,1,1,848,train
acl12069,1,8,849,train
acl12070,0,2,850,train
acl12071,1,8,851,train
acl12072,0,3,852,train
acl12073,1,9,853,train
acl12074,0,9,854,train
acl12076,1,8,855,train
acl12077,0,4,856,train
acl12078,1,3,857,train
acl12079,1,9,858,train
acl12080,0,7,859,train
acl12083,0,1,860,train
acl12084,0,4,861,train
acl12085,1,4,862,train
acl12086,1,8,863,train
acl12087,0,6,864,train
acl12088,1,9,865,train
acl12089,0,2,866,train
acl12090,0,5,867,train
acl12091,1,1,868,train
acl12092,0,2,869,train
acl12093,0,4,870,train
acl12094,1,7,871,train
acl12095,1,9,872,train
acl12096,0,1,873,train
acl12097,1,1,874,train
acl12098,0,1,875,train
acl12099,0,4,876,train
acl12100,1,9,877,train
acl12101,1,9,878,train
acl12102,0,1,879,train
acl12103,1,9,880,train
acl12104,0,4,881,train
acl12105,0,4,882,train
acl12106,0,5,883,train
acl12107,1,1,884,train
acl12108,0,8,885,train
acl12109,0,6,886,train
acl12110,1,9,887,train
acl12111,0,1,888,train
acl12112,1,9,889,train
acl12113,0,2,890,train
acl12115,0,7,891,train
acl12116,1,1,892,train
acl12117,0,4,893,train
acl12118,0,2,894,train
acl12119,1,9,895,train
acl12120,1,1,896,train
acl12121,0,8,897,train
acl12122,0,2,898,train
acl12123,0,4,899,train
acl12124,0,8,900,train
acl12125,1,6,901,train
acl12126,1,9,902,train
acl12127,0,1,903,train
acl12128,1,1,904,train
acl12129,0,2,905,train
acl12130,0,6,906,train
acl12131,1,1,907,train
acl12132,1,1,908,train
acl12133,0,3,909,train
acl12134,1,1,910,train
acl12135,0,1,911,train
acl12136,1,1,912,train
acl12137,1,1,913,train
acl12138,0,7,914,train
acl12139,1,1,915,train
acl12140,0,4,916,train
acl12141,1,1,917,train
acl12142,0,2,918,train
acl12143,0,6,919,train
acl12144,1,9,920,train
acl12145,0,6,921,train
acl12146,1,1,922,train
acl12147,0,3,923,train
acl12148,1,9,924,train
acl12149,0,1,925,train
acl12152,1,1,926,train
acl12153,0,1,927,train
acl12154,1,9,928,train
acl12155,0,4,929,train
acl12156,1,9,930,train
acl12157,0,2,931,train
acl12158,1,1,932,train
acl12159,0,4,933,train
acl12160,1,9,934,train
acl12161,1,9,935,train
acl12162,0,2,936,train
acl12163,0,1,937,train
acl12164,1,4,938,train
acl12165,0,1,939,train
acl12166,1,1,940,train
acl12167,1,9,941,train
acl12168,1,9,942,train
acl12169,0,1,943,train
acl12170,1,9,944,train
acl12171,0,3,945,train
acl12172,0,1,946,train
acl12173,1,1,947,train
acl12174,0,1,948,train
acl12175,1,9,949,train
acl12176,0,1,950,train
acl12177,0,1,951,train
acl12178,0,1,952,train
acl12179,1,9,953,train
acl12180,0,6,954,train
acl12181,1,9,955,train
acl12182,0,1,956,train
acl12183,1,9,957,train
acl12184,0,7,958,train
acl12185,1,9,959,train
acl12186,0,5,960,train
acl12187,0,2,961,train
acl12188,1,3,962,train
acl12191,1,1,963,train
acl12192,0,4,964,train
acl12193,0,2,965,train
acl12194,1,1,966,train
acl12195,1,9,967,train
acl12196,0,8,968,train
acl12197,1,1,969,train
acl12198,1,1,970,train
acl12199,0,8,971,train
acl12200,1,1,972,train
acl12201,0,3,973,train
acl12202,0,2,974,train
acl12203,1,2,975,train
acl12204,0,2,976,train
acl12205,1,9,977,train
acl12206,0,2,978,train
acl12207,0,2,979,train
acl12208,1,5,980,train
acl12209,0,5,981,train
acl12212,1,9,982,train
acl12213,0,1,983,train
acl12214,0,8,984,train
acl12215,1,1,985,train
acl12216,0,5,986,train
acl12217,0,2,987,train
acl12218,1,1,988,train
acl12219,1,1,989,train
acl12220,0,2,990,train
acl12221,1,3,991,train
acl12222,1,1,992,train
acl12223,0,1,993,train
acl12224,0,2,994,train
acl12225,1,1,995,train
acl12226,0,2,996,train
acl12227,0,2,997,train
acl12228,1,4,998,train
acl12229,0,2,999,train
acl12230,1,1,1000,train
acl12231,1,1,1001,train
acl12232,0,4,1002,train
acl12233,0,2,1003,train
acl12234,1,4,1004,train
acl12235,1,9,1005,train
acl12236,0,5,1006,train
acl12237,1,6,1007,train
acl12238,1,1,1008,train
acl12239,0,2,1009,train
acl12240,1,4,1010,train
acl12241,1,9,1011,train
acl12242,0,3,1012,train
acl12243,1,1,1013,train
acl12244,0,4,1014,train
acl12245,0,2,1015,train
acl12246,1,6,1016,train
acl12249,0,2,1017,train
acl12250,0,2,1018,train
acl12251,1,6,1019,train
acl12252,0,2,1020,train
acl12253,1,1,1021,train
acl12254,1,1,1022,train
acl12255,0,3,1023,train
acl12256,0,2,1024,train
acl12257,1,1,1025,train
acl12258,1,1,1026,train
acl12259,0,1,1027,train
acl12260,0,2,1028,train
acl12261,1,1,1029,train
acl12262,0,2,1030,train
acl12263,0,2,1031,train
acl12264,1,6,1032,train
acl12265,1,1,1033,train
acl12266,0,2,1034,train
acl12267,1,6,1035,train
acl12268,0,2,1036,train
acl12269,1,7,1037,train
acl12270,0,2,1038,train
acl12271,1,5,1039,train
acl12272,1,1,1040,train
acl12273,0,1,1041,train
acl12274,0,2,1042,train
acl12275,1,8,1043,train
acl12276,1,1,1044,train
acl12277,0,8,1045,train
acl12278,1,1,1046,train
acl12279,0,1,1047,train
acl12282,0,2,1048,train
acl12283,1,1,1049,train
acl12284,0,7,1050,train
acl12285,0,2,1051,train
acl12286,1,3,1052,train
acl12287,1,1,1053,train
acl12288,0,2,1054,train
acl12289,0,2,1055,train
acl12290,1,1,1056,train
acl12291,0,2,1057,train
acl12292,1,2,1058,train
acl12293,0,2,1059,train
acl12294,1,1,1060,train
acl12295,0,7,1061,train
acl12296,1,7,1062,train
acl12297,0,2,1063,train
acl12298,1,7,1064,train
acl12299,0,2,1065,train
acl12300,1,2,1066,train
acl12301,0,2,1067,train
