item_id,label,worker_id,annotation_id,split
acl11777,1,CAgNlUizNm,575,train
acl11779,0,QiOKkCi7F8,577,train
acl11782,0,LqLKTtrOmx,580,train
acl11788,0,eLGzdD8Tvb,586,train
acl11791,0,E3dsmnSPob,589,train
acl11794,0,LqLKTtrOmx,592,train
acl11801,0,E3dsmnSPob,597,train
acl11812,1,TrRF46JWfP,608,train
acl11815,0,vDe7GN0NrL,611,train
acl11817,0,GNZuCtwed3,613,train
acl11822,0,GNZuCtwed3,618,train
acl11831,0,E3dsmnSPob,626,train
acl11842,0,LqLKTtrOmx,636,train
acl11847,0,GNZuCtwed3,641,train
acl11851,0,GNZuCtwed3,645,train
acl11873,0,LqLKTtrOmx,667,train
acl11882,1,CAgNlUizNm,676,train
acl11895,0,CAgNlUizNm,689,train
acl11897,0,GNZuCtwed3,691,train
acl11899,0,TrRF46JWfP,693,train
acl11900,1,CAgNlUizNm,694,train
acl11902,0,GNZuCtwed3,696,train
acl11903,0,TbUBpfn6iP,697,train
acl11907,0,GNZuCtwed3,701,train
acl11909,0,LqLKTtrOmx,703,train
acl11911,0,E3dsmnSPob,705,train
acl11922,0,E3dsmnSPob,716,train
acl11925,1,eLGzdD8Tvb,718,train
acl11928,0,E3dsmnSPob,721,train
acl11939,0,eLGzdD8Tvb,732,train
acl11944,0,E3dsmnSPob,737,train
acl11949,0,CAgNlUizNm,742,train
acl11959,0,GNZuCtwed3,752,train
acl11966,0,TrRF46JWfP,757,train
acl11987,0,LqLKTtrOmx,773,train
acl11989,0,E3dsmnSPob,775,train
acl11992,0,vDe7GN0NrL,778,train
acl11995,0,QiOKkCi7F8,781,train
acl11996,0,LqLKTtrOmx,782,train
acl11999,0,LqLKTtrOmx,785,train
acl12006,0,LqLKTtrOmx,789,train
acl12011,0,GNZuCtwed3,794,train
acl12022,0,eLGzdD8Tvb,805,train
acl12025,0,GNZuCtwed3,807,train
acl12026,0,LqLKTtrOmx,808,train
acl12031,1,vDe7GN0NrL,811,train
acl12032,0,LqLKTtrOmx,812,train
acl12037,0,QiOKkCi7F8,817,train
acl12049,0,GNZuCtwed3,829,train
acl12052,0,LqLKTtrOmx,832,train
acl12055,0,QiOKkCi7F8,835,train
acl12061,0,LqLKTtrOmx,841,train
acl12067,0,LqLKTtrOmx,847,train
acl12072,0,GNZuCtwed3,852,train
acl12074,0,E3dsmnSPob,854,train
acl12084,0,LqLKTtrOmx,861,train
acl12086,1,vDe7GN0NrL,863,train
acl12087,0,eLGzdD8Tvb,864,train
acl12090,0,TbUBpfn6iP,867,train
acl12093,0,LqLKTtrOmx,870,train
acl12096,0,CAgNlUizNm,873,train
acl12099,0,LqLKTtrOmx,876,train
acl12104,0,LqLKTtrOmx,881,train
acl12105,0,LqLKTtrOmx,882,train
acl12106,0,TbUBpfn6iP,883,train
acl12108,0,vDe7GN0NrL,885,train
acl12111,0,CAgNlUizNm,888,train
acl12113,0,TrRF46JWfP,890,train
acl12117,0,LqLKTtrOmx,893,train
acl12118,0,TrRF46JWfP,894,train
acl12121,0,vDe7GN0NrL,897,train
acl12124,0,vDe7GN0NrL,900,train
acl12127,0,CAgNlUizNm,903,train
acl12155,0,LqLKTtrOmx,929,train
acl12159,0,LqLKTtrOmx,933,train
acl12174,0,CAgNlUizNm,948,train
acl12177,0,CAgNlUizNm,951,train
acl12180,0,eLGzdD8Tvb,954,train
acl12192,0,LqLKTtrOmx,964,train
acl12196,0,vDe7GN0NrL,968,train
acl12199,0,vDe7GN0NrL,971,train
acl12207,0,TrRF46JWfP,979,train
acl12224,0,TrRF46JWfP,994,train
acl12233,0,TrRF46JWfP,1003,train
acl12245,0,TrRF46JWfP,1015,train
acl12250,0,TrRF46JWfP,1018,train
acl12259,0,CAgNlUizNm,1027,train
acl12260,0,TrRF46JWfP,1028,train
acl12268,0,TrRF46JWfP,1036,train
acl12277,0,vDe7GN0NrL,1045,train
acl12279,0,CAgNlUizNm,1047,train
acl12284,0,QiOKkCi7F8,1050,train
acl12295,0,QiOKkCi7F8,1061,train
acl12297,0,TrRF46JWfP,1063,train
acl12305,0,TrRF46JWfP,1071,train
acl12318,0,TrRF46JWfP,1082,train
acl12321,0,TrRF46JWfP,1085,train
acl12325,0,TbUBpfn6iP,1089,train
acl12334,0,TrRF46JWfP,1096,train
acl12336,0,TrRF46JWfP,1098,train
acl12340,0,TrRF46JWfP,1100,train
acl12342,0,TrRF46JWfP,1102,train
acl12346,0,TrRF46JWfP,1106,train
acl12351,1,TrRF46JWfP,1111,train
acl12352,0,TrRF46JWfP,1112,train
acl12356,0,TrRF46JWfP,1116,train
acl12362,1,TbUBpfn6iP,1122,train
acl12365,0,CAgNlUizNm,1124,train
acl12370,0,TrRF46JWfP,1129,train
acl12375,0,CAgNlUizNm,1134,train
acl12379,0,CAgNlUizNm,1138,train
acl12386,0,vDe7GN0NrL,1145,train
acl12388,0,vDe7GN0NrL,1147,train
acl12398,0,CAgNlUizNm,1156,train
acl12401,0,LqLKTtrOmx,1159,train
acl12407,0,vDe7GN0NrL,1165,train
acl12410,0,QiOKkCi7F8,1168,train
acl12414,0,QiOKkCi7F8,1172,train
acl12423,0,TrRF46JWfP,1181,train
acl12428,0,vDe7GN0NrL,1186,train
acl12436,0,GNZuCtwed3,1194,train
acl12438,0,TrRF46JWfP,1196,train
acl12440,0,TrRF46JWfP,1198,train
acl12444,0,vDe7GN0NrL,1200,train
acl12452,0,eLGzdD8Tvb,1204,train
acl12458,0,TbUBpfn6iP,1210,train
acl12464,0,eLGzdD8Tvb,1216,train
acl12467,0,vDe7GN0NrL,1219,train
acl12469,0,vDe7GN0NrL,1221,train
acl12472,0,vDe7GN0NrL,1224,train
acl12481,0,vDe7GN0NrL,1231,train
acl12487,0,GNZuCtwed3,1237,train
acl12503,0,GNZuCtwed3,1253,train
acl12509,0,GNZuCtwed3,1259,train
acl12514,0,vDe7GN0NrL,1262,train
acl12522,0,vDe7GN0NrL,1270,train
acl12533,0,CAgNlUizNm,1281,train
acl12538,0,vDe7GN0NrL,1286,train
acl12540,0,CAgNlUizNm,1288,train
acl12549,0,GNZuCtwed3,1297,train
acl12556,0,E3dsmnSPob,1304,train
acl12557,0,GNZuCtwed3,1305,train
acl12584,0,vDe7GN0NrL,1332,train
acl12586,0,vDe7GN0NrL,1334,train
acl12596,0,vDe7GN0NrL,1344,train
acl12597,0,vDe7GN0NrL,1345,train
acl12600,0,LqLKTtrOmx,1347,train
acl12606,0,LqLKTtrOmx,1353,train
acl12610,0,LqLKTtrOmx,1357,train
acl12611,0,LqLKTtrOmx,1358,train
acl12620,0,LqLKTtrOmx,1366,train
acl12628,0,LqLKTtrOmx,1374,train
acl12629,1,TbUBpfn6iP,1375,train
acl12640,0,E3dsmnSPob,1386,train
acl12642,0,vDe7GN0NrL,1388,train
acl12648,0,LqLKTtrOmx,1394,train
acl12650,0,GNZuCtwed3,1396,train
acl12652,0,LqLKTtrOmx,1398,train
acl12670,0,vDe7GN0NrL,1414,train
acl12674,0,vDe7GN0NrL,1418,train
acl12678,0,QiOKkCi7F8,1422,train
acl12683,0,vDe7GN0NrL,1427,train
acl12692,0,LqLKTtrOmx,1436,train
acl12697,0,vDe7GN0NrL,1441,train
acl12702,0,vDe7GN0NrL,1446,train
acl12711,0,LqLKTtrOmx,1455,train
acl12719,1,LqLKTtrOmx,1463,train
acl12720,0,vDe7GN0NrL,1464,train
acl12741,0,vDe7GN0NrL,1485,train
acl12743,0,vDe7GN0NrL,1487,train
acl12745,0,LqLKTtrOmx,1489,train
acl12759,0,LqLKTtrOmx,1503,train
acl12760,0,LqLKTtrOmx,1504,train
acl12776,0,LqLKTtrOmx,1518,train
acl12782,0,LqLKTtrOmx,1524,train
acl12788,0,TrRF46JWfP,1530,train
acl12807,0,TrRF46JWfP,1545,train
acl12808,0,LqLKTtrOmx,1546,train
acl12811,1,vDe7GN0NrL,1549,train
acl12816,0,TrRF46JWfP,1554,train
acl12827,0,LqLKTtrOmx,1565,train
acl12836,0,LqLKTtrOmx,1572,train
acl12845,0,CAgNlUizNm,1581,train
acl12850,0,LqLKTtrOmx,1586,train
acl12853,0,LqLKTtrOmx,1588,train
acl12871,0,CAgNlUizNm,1604,train
acl12874,0,CAgNlUizNm,1607,train
acl12884,0,TbUBpfn6iP,1617,train
acl12894,0,TbUBpfn6iP,1627,train
acl12897,1,CAgNlUizNm,1630,train
acl12898,0,CAgNlUizNm,1631,train
acl12915,0,TbUBpfn6iP,1646,train
acl12928,0,CAgNlUizNm,1658,train
acl12932,0,TbUBpfn6iP,1662,train
acl12938,0,TbUBpfn6iP,1668,train
acl12944,0,TbUBpfn6iP,1674,train
acl12946,0,TbUBpfn6iP,1676,train
acl12948,0,TbUBpfn6iP,1678,train
acl12955,0,TbUBpfn6iP,1683,train
acl12958,0,TbUBpfn6iP,1686,train
acl12961,0,TbUBpfn6iP,1689,train
acl12963,0,TbUBpfn6iP,1691,train
acl12966,1,TbUBpfn6iP,1694,train
acl12968,1,E3dsmnSPob,1696,train
acl12969,0,TbUBpfn6iP,1697,train
acl12974,0,TbUBpfn6iP,1700,train
acl12988,1,eLGzdD8Tvb,1714,train
acl12990,1,TbUBpfn6iP,1716,train
acl13002,1,GNZuCtwed3,1727,train
acl13013,0,CAgNlUizNm,1737,train
acl13016,0,CAgNlUizNm,1740,train
acl13018,0,CAgNlUizNm,1742,train
acl13020,0,CAgNlUizNm,1744,train
acl13024,0,GNZuCtwed3,1748,train
acl13027,0,CAgNlUizNm,1751,train
acl13028,0,CAgNlUizNm,1752,train
acl13030,0,TrRF46JWfP,1754,train
acl13031,0,CAgNlUizNm,1755,train
acl13037,0,TbUBpfn6iP,1761,train
acl13046,0,QiOKkCi7F8,1769,train
acl13047,0,GNZuCtwed3,1770,train
acl13049,0,CAgNlUizNm,1772,train
acl13052,0,TrRF46JWfP,1775,train
acl13054,0,TrRF46JWfP,1776,train
acl13055,0,eLGzdD8Tvb,1777,train
acl13056,0,eLGzdD8Tvb,1778,train
acl13067,0,GNZuCtwed3,1789,train
acl13089,0,CAgNlUizNm,1809,train
acl13093,1,eLGzdD8Tvb,1813,train
acl13102,0,GNZuCtwed3,1822,train
acl13105,0,LqLKTtrOmx,1825,train
acl13112,0,CAgNlUizNm,1832,train
acl13118,0,LqLKTtrOmx,1838,train
acl13124,0,E3dsmnSPob,1844,train
acl13136,0,CAgNlUizNm,1854,train
acl13144,0,CAgNlUizNm,1860,train
acl13152,1,CAgNlUizNm,1868,train
acl13159,0,CAgNlUizNm,1875,train
acl13162,0,CAgNlUizNm,1878,train
acl13171,0,TbUBpfn6iP,1886,train
acl13181,0,CAgNlUizNm,1896,train
acl13185,0,CAgNlUizNm,1900,train
acl13190,0,eLGzdD8Tvb,1904,train
acl13193,0,E3dsmnSPob,1907,train
acl13208,0,CAgNlUizNm,1922,train
acl13209,0,CAgNlUizNm,1923,train
acl13220,0,GNZuCtwed3,1933,train
acl13231,0,GNZuCtwed3,1944,train
acl13256,0,TrRF46JWfP,1969,train
acl13261,0,QiOKkCi7F8,1974,train
acl13262,0,CAgNlUizNm,1975,train
acl13265,0,CAgNlUizNm,1978,train
acl13268,0,TrRF46JWfP,1981,train
acl13270,0,QiOKkCi7F8,1983,train
acl13286,0,GNZuCtwed3,1997,train
acl13291,0,CAgNlUizNm,2002,train
acl13293,1,eLGzdD8Tvb,2004,train
acl13307,0,GNZuCtwed3,2016,train
acl13317,0,LqLKTtrOmx,2024,train
acl13326,0,CAgNlUizNm,2031,train
acl13336,0,CAgNlUizNm,2039,train
acl13341,0,CAgNlUizNm,2043,train
acl13346,0,QiOKkCi7F8,2048,train
acl13349,0,CAgNlUizNm,2051,train
acl13352,0,CAgNlUizNm,2054,train
acl13369,0,eLGzdD8Tvb,2071,train
acl13373,0,eLGzdD8Tvb,2075,train
acl13374,0,TrRF46JWfP,2076,train
acl13387,0,CAgNlUizNm,2089,train
acl13396,0,CAgNlUizNm,2098,train
acl13406,0,CAgNlUizNm,2108,train
acl13418,0,CAgNlUizNm,2120,train
acl13420,0,CAgNlUizNm,2122,train
acl13429,0,TrRF46JWfP,2131,train
acl13452,0,QiOKkCi7F8,2152,train
acl13465,0,eLGzdD8Tvb,2161,train
acl13468,0,GNZuCtwed3,2164,train
acl13469,0,eLGzdD8Tvb,2165,train
acl13473,0,GNZuCtwed3,2169,train
acl13485,0,E3dsmnSPob,2179,train
acl13493,0,GNZuCtwed3,2187,train
acl13507,0,TrRF46JWfP,2199,train
acl13521,0,QiOKkCi7F8,2209,train
acl13523,0,eLGzdD8Tvb,2211,train
acl13546,0,QiOKkCi7F8,2230,train
acl13548,1,TbUBpfn6iP,2232,train
acl13549,0,vDe7GN0NrL,2233,train
acl13553,0,eLGzdD8Tvb,2237,train
acl13555,0,eLGzdD8Tvb,2239,train
acl13557,0,eLGzdD8Tvb,2241,train
acl13561,0,eLGzdD8Tvb,2245,train
acl13562,0,CAgNlUizNm,2246,train
acl13564,1,eLGzdD8Tvb,2248,train
acl13566,0,GNZuCtwed3,2250,train
acl13579,0,LqLKTtrOmx,2263,train
acl13599,0,LqLKTtrOmx,2281,train
acl13601,0,LqLKTtrOmx,2283,train
acl13603,0,LqLKTtrOmx,2285,train
acl13612,0,CAgNlUizNm,2294,train
acl13621,0,CAgNlUizNm,2303,train
acl13623,0,LqLKTtrOmx,2305,train
acl13625,0,CAgNlUizNm,2307,train
acl13651,0,CAgNlUizNm,2332,train
acl13660,0,LqLKTtrOmx,2341,train
acl13685,0,CAgNlUizNm,2366,train
acl13687,0,CAgNlUizNm,2368,train
acl13689,0,CAgNlUizNm,2370,train
acl13691,1,GNZuCtwed3,2372,train
acl13698,0,LqLKTtrOmx,2377,train
acl13702,0,LqLKTtrOmx,2381,train
acl13705,0,TbUBpfn6iP,2384,train
acl13712,0,CAgNlUizNm,2391,train
acl13717,0,CAgNlUizNm,2396,train
acl13726,1,E3dsmnSPob,2403,train
acl13728,0,GNZuCtwed3,2405,train
acl13751,0,GNZuCtwed3,2423,train
acl13752,0,LqLKTtrOmx,2424,train
acl13761,0,LqLKTtrOmx,2433,train
acl13763,0,LqLKTtrOmx,2435,train
acl13765,0,LqLKTtrOmx,2437,train
acl13767,0,LqLKTtrOmx,2439,train
acl13769,0,LqLKTtrOmx,2441,train
acl13775,0,LqLKTtrOmx,2447,train
acl13777,0,LqLKTtrOmx,2449,train
acl13785,0,LqLKTtrOmx,2457,train
acl13791,0,LqLKTtrOmx,2463,train
acl13792,1,eLGzdD8Tvb,2464,train
acl13795,0,CAgNlUizNm,2467,train
acl13797,0,CAgNlUizNm,2469,train
acl13799,0,CAgNlUizNm,2471,train
acl13801,0,CAgNlUizNm,2473,train
acl13805,0,CAgNlUizNm,2477,train
acl13808,0,CAgNlUizNm,2480,train
acl13816,0,CAgNlUizNm,2488,train
acl13830,0,eLGzdD8Tvb,2494,train
acl13836,0,eLGzdD8Tvb,2500,train
acl13844,0,vDe7GN0NrL,2508,train
acl13846,0,vDe7GN0NrL,2510,train
acl13848,0,eLGzdD8Tvb,2512,train
acl13858,0,vDe7GN0NrL,2522,train
acl13866,0,CAgNlUizNm,2530,train
acl13868,0,vDe7GN0NrL,2532,train
acl13881,0,CAgNlUizNm,2543,train
acl13885,0,CAgNlUizNm,2546,train
acl13894,0,eLGzdD8Tvb,2555,train
acl13909,0,CAgNlUizNm,2570,train
acl13910,0,CAgNlUizNm,2571,train
acl13913,0,CAgNlUizNm,2574,train
acl13927,1,CAgNlUizNm,2587,train
acl13928,0,CAgNlUizNm,2588,train
acl13931,1,GNZuCtwed3,2591,train
acl13936,0,eLGzdD8Tvb,2596,train
acl13942,0,eLGzdD8Tvb,2602,train
acl13946,0,CAgNlUizNm,2606,train
acl13972,0,eLGzdD8Tvb,2628,train
acl13986,0,CAgNlUizNm,2642,train
acl13993,0,CAgNlUizNm,2649,train
acl13997,0,CAgNlUizNm,2653,train
acl14002,1,GNZuCtwed3,2658,train
acl14003,0,CAgNlUizNm,2659,train
acl14007,0,TbUBpfn6iP,2663,train
acl14013,0,CAgNlUizNm,2669,train
acl14019,0,TrRF46JWfP,2675,train
acl14020,0,TbUBpfn6iP,2676,train
acl14021,0,TbUBpfn6iP,2677,train
acl14027,0,LqLKTtrOmx,2683,train
acl14029,0,TbUBpfn6iP,2685,train
acl14036,1,TrRF46JWfP,2692,train
acl14038,1,GNZuCtwed3,2694,train
acl14048,0,GNZuCtwed3,2704,train
acl14055,0,TbUBpfn6iP,2711,train
acl14056,1,TbUBpfn6iP,2712,train
acl14065,0,TbUBpfn6iP,2721,train
acl14072,0,TbUBpfn6iP,2728,train
acl14075,0,TbUBpfn6iP,2731,train
acl14081,0,TbUBpfn6iP,2737,train
acl14083,0,eLGzdD8Tvb,2739,train
acl14090,0,TrRF46JWfP,2746,train
acl14102,1,TrRF46JWfP,2758,train
acl14105,0,LqLKTtrOmx,2761,train
acl14107,0,LqLKTtrOmx,2763,train
acl14118,0,TrRF46JWfP,2773,train
acl14127,0,TrRF46JWfP,2782,train
acl14129,0,LqLKTtrOmx,2784,train
acl14134,0,TrRF46JWfP,2789,train
acl14139,0,vDe7GN0NrL,2792,train
acl14141,0,vDe7GN0NrL,2794,train
acl14147,0,vDe7GN0NrL,2800,train
acl14157,0,TrRF46JWfP,2810,train
acl14158,0,vDe7GN0NrL,2811,train
acl14168,0,vDe7GN0NrL,2821,train
acl14204,0,vDe7GN0NrL,2853,train
acl14225,0,TbUBpfn6iP,2874,train
acl14233,1,CAgNlUizNm,2882,train
acl14234,0,vDe7GN0NrL,2883,train
acl14242,0,TbUBpfn6iP,2891,train
acl14246,0,vDe7GN0NrL,2895,train
acl14258,0,vDe7GN0NrL,2907,train
acl14259,0,TrRF46JWfP,2908,train
acl14266,1,CAgNlUizNm,2915,train
acl14267,0,vDe7GN0NrL,2916,train
acl14276,0,LqLKTtrOmx,2925,train
acl14297,0,LqLKTtrOmx,2944,train
acl14300,0,LqLKTtrOmx,2947,train
acl14305,0,LqLKTtrOmx,2950,train
acl14316,0,TbUBpfn6iP,2961,train
acl14317,0,TbUBpfn6iP,2962,train
acl14324,0,TbUBpfn6iP,2969,train
acl14327,0,CAgNlUizNm,2972,train
acl14329,0,eLGzdD8Tvb,2974,train
acl14344,0,CAgNlUizNm,2984,train
acl14350,0,CAgNlUizNm,2988,train
acl14356,0,GNZuCtwed3,2992,train
acl14358,0,TbUBpfn6iP,2994,train
acl14360,0,TrRF46JWfP,2996,train
acl14369,0,QiOKkCi7F8,3005,train
acl14372,0,LqLKTtrOmx,3008,train
acl14373,0,TrRF46JWfP,3009,train
acl14375,0,TrRF46JWfP,3011,train
acl14378,0,CAgNlUizNm,3014,train
acl14379,0,LqLKTtrOmx,3015,train
acl14385,0,TrRF46JWfP,3019,train
acl14390,0,eLGzdD8Tvb,3024,train
acl14392,0,GNZuCtwed3,3026,train
acl14393,1,TbUBpfn6iP,3027,train
acl14394,0,TbUBpfn6iP,3028,train
acl14396,0,TbUBpfn6iP,3030,train
acl14405,0,LqLKTtrOmx,3035,train
acl14406,1,TbUBpfn6iP,3036,train
acl14412,0,GNZuCtwed3,3040,train
acl14425,1,TbUBpfn6iP,3053,train
acl14430,0,TrRF46JWfP,3058,train
acl14431,0,LqLKTtrOmx,3059,train
acl14445,0,LqLKTtrOmx,3073,train
acl14466,0,E3dsmnSPob,3094,train
acl14477,0,LqLKTtrOmx,3105,train
acl14490,0,E3dsmnSPob,3116,train
acl14498,0,E3dsmnSPob,3124,train
acl14503,0,LqLKTtrOmx,3129,train
acl14506,0,E3dsmnSPob,3132,train
acl14508,0,LqLKTtrOmx,3134,train
acl14513,0,LqLKTtrOmx,3139,train
acl14514,1,CAgNlUizNm,3140,train
acl14518,1,GNZuCtwed3,3144,train
acl14526,0,TrRF46JWfP,3152,train
acl14531,0,LqLKTtrOmx,3157,train
acl14533,0,TbUBpfn6iP,3159,train
acl14536,0,TrRF46JWfP,3162,train
acl14544,0,vDe7GN0NrL,3170,train
acl14546,0,TrRF46JWfP,3172,train
acl14554,0,QiOKkCi7F8,3180,train
acl14555,0,eLGzdD8Tvb,3181,train
acl14562,0,LqLKTtrOmx,3188,train
acl14564,0,TbUBpfn6iP,3190,train
acl14565,0,TbUBpfn6iP,3191,train
acl14569,0,CAgNlUizNm,3195,train
acl14574,0,eLGzdD8Tvb,3199,train
acl14588,0,eLGzdD8Tvb,3211,train
acl14590,0,eLGzdD8Tvb,3213,train
acl14591,0,eLGzdD8Tvb,3214,train
acl14595,0,eLGzdD8Tvb,3218,train
acl14603,0,eLGzdD8Tvb,3226,train
acl14605,0,eLGzdD8Tvb,3228,train
acl14609,0,eLGzdD8Tvb,3232,train
acl14611,0,eLGzdD8Tvb,3234,train
acl14612,1,vDe7GN0NrL,3235,train
acl14613,0,eLGzdD8Tvb,3236,train
acl14624,0,CAgNlUizNm,3247,train
acl14637,0,CAgNlUizNm,3260,train
acl14640,0,CAgNlUizNm,3263,train
acl14643,0,TrRF46JWfP,3266,train
acl14647,0,TrRF46JWfP,3270,train
acl14653,0,CAgNlUizNm,3276,train
acl14659,0,CAgNlUizNm,3280,train
acl14660,0,TrRF46JWfP,3281,train
acl14666,0,CAgNlUizNm,3287,train
acl14681,0,E3dsmnSPob,3302,train
acl14689,0,E3dsmnSPob,3310,train
acl14690,0,eLGzdD8Tvb,3311,train
acl14706,1,vDe7GN0NrL,3325,train
acl14707,0,TrRF46JWfP,3326,train
acl14709,0,TrRF46JWfP,3328,train
acl14716,0,TrRF46JWfP,3335,train
acl14720,0,TrRF46JWfP,3339,train
acl14725,1,eLGzdD8Tvb,3344,train
acl14726,0,eLGzdD8Tvb,3345,train
acl14736,0,QiOKkCi7F8,3355,train
acl14741,0,E3dsmnSPob,3360,train
acl14743,0,E3dsmnSPob,3362,train
acl14747,0,E3dsmnSPob,3364,train
acl14762,0,TrRF46JWfP,3377,train
acl14764,0,eLGzdD8Tvb,3379,train
acl14766,0,E3dsmnSPob,3381,train
acl14770,0,eLGzdD8Tvb,3383,train
acl14779,0,TrRF46JWfP,3392,train
acl14790,0,E3dsmnSPob,3403,train
acl14794,0,LqLKTtrOmx,3405,train
acl14795,0,eLGzdD8Tvb,3406,train
acl14802,0,eLGzdD8Tvb,3413,train
acl14830,0,CAgNlUizNm,3438,train
acl14833,0,TrRF46JWfP,3441,train
acl14835,0,TrRF46JWfP,3443,train
acl14837,0,eLGzdD8Tvb,3445,train
acl14838,0,TbUBpfn6iP,3446,train
acl14846,0,QiOKkCi7F8,3452,train
acl14849,0,TrRF46JWfP,3455,train
acl14853,0,eLGzdD8Tvb,3459,train
acl14860,0,CAgNlUizNm,3466,train
acl14864,0,CAgNlUizNm,3470,train
acl14867,0,TrRF46JWfP,3473,train
acl14871,0,TrRF46JWfP,3476,train
acl14874,0,eLGzdD8Tvb,3479,train
acl14880,1,TrRF46JWfP,3484,train
acl14883,0,TrRF46JWfP,3487,train
acl14890,0,E3dsmnSPob,3494,train
acl14891,0,E3dsmnSPob,3495,train
acl14894,0,TrRF46JWfP,3498,train
acl14915,0,TrRF46JWfP,3515,train
acl14916,0,E3dsmnSPob,3516,train
acl14918,0,vDe7GN0NrL,3518,train
acl14922,0,GNZuCtwed3,3522,train
acl14935,0,E3dsmnSPob,3531,train
acl14939,0,TrRF46JWfP,3535,train
acl14947,0,TrRF46JWfP,3540,train
acl14950,0,GNZuCtwed3,3543,train
acl14963,0,E3dsmnSPob,3556,train
acl14965,0,TrRF46JWfP,3558,train
